date,#covid19,#ukraine,#travel,#mondaymotivation,#christmas
1/1/2013,0,0,3,0,0
3/1/2013,0,0,2,0,0
4/1/2013,0,0,1,0,2
5/1/2013,0,0,3,0,0
6/1/2013,0,0,2,0,0
7/1/2013,0,0,1,0,1
8/1/2013,0,0,3,0,0
9/1/2013,0,0,3,0,0
10/1/2013,0,0,3,0,0
12/1/2013,0,0,2,0,0
14/01/2013,0,0,2,0,0
15/01/2013,0,0,4,0,0
16/01/2013,0,0,1,0,0
17/01/2013,0,0,2,0,0
18/01/2013,0,0,1,0,0
19/01/2013,0,0,1,0,0
21/01/2013,0,0,9,0,0
22/01/2013,0,0,1,0,0
23/01/2013,0,0,6,0,0
24/01/2013,0,0,3,0,0
25/01/2013,0,0,2,0,3
26/01/2013,0,0,1,0,0
27/01/2013,0,0,3,0,0
28/01/2013,0,0,1,0,0
29/01/2013,0,0,2,0,0
30/01/2013,0,0,2,0,0
31/01/2013,0,0,1,0,0
1/2/2013,0,0,2,0,0
2/2/2013,0,0,1,0,0
3/2/2013,0,0,0,0,0
4/2/2013,0,0,1,0,0
5/2/2013,0,1,4,0,0
6/2/2013,0,1,6,0,0
7/2/2013,0,0,2,0,0
8/2/2013,0,0,0,0,0
9/2/2013,0,0,5,0,0
10/2/2013,0,0,1,0,0
11/2/2013,0,0,0,0,0
12/2/2013,0,0,1,0,0
13/02/2013,0,0,1,0,0
14/02/2013,0,0,2,0,0
15/02/2013,0,0,4,0,0
16/02/2013,0,0,1,0,0
17/02/2013,0,0,1,0,0
18/02/2013,0,0,3,0,0
19/02/2013,0,0,1,0,0
20/02/2013,0,0,2,0,0
21/02/2013,0,0,4,0,0
22/02/2013,0,0,2,0,0
25/02/2013,0,0,2,0,0
26/02/2013,0,0,3,0,0
27/02/2013,0,0,4,0,0
1/3/2013,0,0,3,0,0
2/3/2013,0,0,1,0,0
3/3/2013,0,0,1,0,0
4/3/2013,0,0,2,0,0
5/3/2013,0,0,2,0,0
6/3/2013,0,0,3,0,0
7/3/2013,0,1,0,0,0
8/3/2013,0,0,2,0,0
9/3/2013,0,0,3,0,0
10/3/2013,0,0,1,0,0
11/3/2013,0,0,1,0,0
12/3/2013,0,0,1,0,1
13/03/2013,0,0,1,0,0
14/03/2013,0,0,2,0,0
15/03/2013,0,0,2,0,0
16/03/2013,0,0,2,0,0
18/03/2013,0,0,2,1,0
20/03/2013,0,0,2,0,0
21/03/2013,0,0,5,0,0
22/03/2013,0,0,1,0,0
24/03/2013,0,0,1,0,0
25/03/2013,0,7,3,0,1
26/03/2013,0,0,1,0,0
27/03/2013,0,0,3,0,0
28/03/2013,0,0,2,0,0
29/03/2013,0,0,2,0,0
30/03/2013,0,0,1,0,0
2/4/2013,0,0,1,0,0
3/4/2013,0,0,3,0,0
4/4/2013,0,0,4,0,0
5/4/2013,0,0,1,0,0
6/4/2013,0,0,1,0,0
7/4/2013,0,0,2,0,0
8/4/2013,0,0,1,0,0
9/4/2013,0,0,5,0,0
10/4/2013,0,0,3,0,0
11/4/2013,0,0,1,0,0
12/4/2013,0,0,4,0,0
13/04/2013,0,0,1,0,0
14/04/2013,0,0,1,0,0
16/04/2013,0,0,1,0,0
17/04/2013,0,0,1,0,0
18/04/2013,0,0,2,0,0
19/04/2013,0,0,4,0,0
22/04/2013,0,0,3,0,0
23/04/2013,0,0,2,0,0
24/04/2013,0,0,2,0,0
25/04/2013,0,0,2,0,0
26/04/2013,0,0,5,0,0
27/04/2013,0,0,2,0,0
29/04/2013,0,0,2,0,0
30/04/2013,0,0,4,0,0
1/5/2013,0,0,1,0,0
2/5/2013,0,0,1,0,0
3/5/2013,0,0,2,0,0
4/5/2013,0,0,1,0,0
5/5/2013,0,0,2,0,0
6/5/2013,0,0,1,0,0
7/5/2013,0,0,2,0,0
8/5/2013,0,0,1,0,0
9/5/2013,0,0,1,0,0
10/5/2013,0,0,2,0,0
12/5/2013,0,0,1,0,0
13/05/2013,0,0,4,0,0
14/05/2013,0,0,2,0,0
15/05/2013,0,0,2,0,0
16/05/2013,0,0,3,0,0
17/05/2013,0,0,2,0,0
18/05/2013,0,0,3,0,0
19/05/2013,0,0,2,0,0
20/05/2013,0,0,1,0,0
21/05/2013,0,0,7,0,0
22/05/2013,0,0,3,0,0
23/05/2013,0,0,4,0,0
24/05/2013,0,0,5,0,0
25/05/2013,0,0,3,0,0
26/05/2013,0,0,1,0,0
27/05/2013,0,0,2,0,0
28/05/2013,0,0,2,0,0
29/05/2013,0,0,1,0,0
30/05/2013,0,0,5,0,0
31/05/2013,0,0,4,0,0
1/6/2013,0,0,1,0,0
2/6/2013,0,0,1,0,0
3/6/2013,0,0,2,0,0
4/6/2013,0,0,1,0,0
5/6/2013,0,0,4,0,0
6/6/2013,0,0,3,0,0
7/6/2013,0,0,2,0,0
8/6/2013,0,0,2,0,0
9/6/2013,0,0,5,0,0
10/6/2013,0,0,3,0,0
11/6/2013,0,0,2,0,0
12/6/2013,0,0,4,0,0
13/06/2013,0,0,1,0,0
14/06/2013,0,0,4,0,0
15/06/2013,0,0,3,0,0
18/06/2013,0,0,4,0,0
19/06/2013,0,0,1,0,0
20/06/2013,0,0,1,0,0
21/06/2013,0,0,2,0,0
23/06/2013,0,0,1,0,0
24/06/2013,0,0,2,0,0
25/06/2013,0,0,3,0,0
26/06/2013,0,0,3,0,0
27/06/2013,0,0,2,0,0
28/06/2013,0,0,3,0,0
30/06/2013,0,0,1,0,0
1/7/2013,0,0,2,0,0
2/7/2013,0,0,2,0,0
3/7/2013,0,0,0,0,0
4/7/2013,0,0,3,0,0
5/7/2013,0,0,1,0,0
6/7/2013,0,0,2,0,0
7/7/2013,0,0,1,0,0
8/7/2013,0,0,2,0,0
9/7/2013,0,0,4,0,0
10/7/2013,0,0,2,0,0
11/7/2013,0,0,7,0,0
12/7/2013,0,0,5,0,0
13/07/2013,0,0,3,0,0
15/07/2013,0,0,2,0,0
16/07/2013,0,0,4,0,0
17/07/2013,0,0,1,0,0
18/07/2013,0,0,1,0,0
19/07/2013,0,0,5,0,0
20/07/2013,0,0,0,0,0
21/07/2013,0,0,1,0,0
22/07/2013,0,0,4,0,0
23/07/2013,0,0,4,0,0
24/07/2013,0,0,2,0,0
25/07/2013,0,0,2,0,0
26/07/2013,0,0,3,0,0
27/07/2013,0,0,0,0,2
28/07/2013,0,0,2,0,1
29/07/2013,0,0,6,0,0
30/07/2013,0,0,3,0,2
31/07/2013,0,0,3,0,0
1/8/2013,0,0,2,0,0
2/8/2013,0,0,1,0,1
3/8/2013,0,0,1,0,0
4/8/2013,0,0,1,0,0
5/8/2013,0,0,5,0,0
6/8/2013,0,0,2,0,0
7/8/2013,0,0,3,0,0
8/8/2013,0,0,3,0,0
9/8/2013,0,0,3,0,0
10/8/2013,0,0,5,0,0
11/8/2013,0,0,5,0,0
12/8/2013,0,0,1,0,0
13/08/2013,0,0,7,0,0
14/08/2013,0,0,6,0,0
15/08/2013,0,0,3,0,0
16/08/2013,0,0,2,0,0
17/08/2013,0,0,4,0,1
18/08/2013,0,0,4,0,0
19/08/2013,0,0,4,0,0
20/08/2013,0,0,0,0,0
21/08/2013,0,0,1,0,0
22/08/2013,0,0,1,0,1
23/08/2013,0,0,4,0,0
24/08/2013,0,0,2,0,0
26/08/2013,0,0,2,0,0
27/08/2013,0,0,4,0,1
28/08/2013,0,0,4,0,0
29/08/2013,0,0,4,0,0
30/08/2013,0,0,7,0,1
31/08/2013,0,0,4,0,0
1/9/2013,0,0,4,0,0
2/9/2013,0,0,1,0,0
3/9/2013,0,0,2,0,0
4/9/2013,0,0,3,0,0
5/9/2013,0,0,2,0,0
6/9/2013,0,1,2,0,1
8/9/2013,0,0,0,0,0
9/9/2013,0,0,1,0,0
10/9/2013,0,0,7,0,0
11/9/2013,0,0,0,0,1
12/9/2013,0,0,5,0,0
13/09/2013,0,0,2,0,0
14/09/2013,0,0,2,0,0
15/09/2013,0,0,2,0,0
16/09/2013,0,0,1,0,0
17/09/2013,0,0,2,0,0
19/09/2013,0,1,8,0,0
20/09/2013,0,1,1,0,0
21/09/2013,0,0,2,0,0
23/09/2013,0,0,2,0,0
24/09/2013,0,0,3,0,0
25/09/2013,0,0,5,0,0
26/09/2013,0,0,4,0,1
27/09/2013,0,0,3,0,0
28/09/2013,0,0,0,0,1
29/09/2013,0,0,2,0,0
30/09/2013,0,1,2,0,0
1/10/2013,0,0,2,0,0
2/10/2013,0,0,4,0,0
3/10/2013,0,0,2,0,0
4/10/2013,0,0,1,0,0
5/10/2013,0,0,6,0,0
6/10/2013,0,0,1,0,1
7/10/2013,0,0,1,0,0
8/10/2013,0,0,2,0,0
9/10/2013,0,0,2,0,0
10/10/2013,0,0,1,0,2
11/10/2013,0,0,1,0,0
12/10/2013,0,0,1,0,1
15/10/2013,0,1,1,0,0
16/10/2013,0,0,2,0,0
17/10/2013,0,0,1,0,0
21/10/2013,0,0,1,0,0
22/10/2013,0,0,2,0,1
23/10/2013,0,1,1,0,2
24/10/2013,0,0,1,0,0
25/10/2013,0,0,3,0,1
26/10/2013,0,0,2,0,1
27/10/2013,0,0,4,0,2
28/10/2013,0,0,29,0,0
29/10/2013,0,0,16,0,2
30/10/2013,0,0,4,0,1
31/10/2013,0,0,4,0,0
1/11/2013,0,0,3,0,1
2/11/2013,0,0,0,0,0
3/11/2013,0,0,3,0,0
4/11/2013,0,0,10,0,2
5/11/2013,0,0,15,0,2
6/11/2013,0,0,12,0,2
7/11/2013,0,0,6,0,1
8/11/2013,0,0,10,0,0
9/11/2013,0,0,6,0,0
10/11/2013,0,0,1,0,2
11/11/2013,0,0,0,0,1
12/11/2013,0,0,1,0,1
13/11/2013,0,0,3,0,4
14/11/2013,0,0,0,0,6
15/11/2013,0,1,3,0,1
16/11/2013,0,0,1,0,3
17/11/2013,0,0,1,0,1
18/11/2013,0,0,1,0,3
19/11/2013,0,0,3,0,5
20/11/2013,0,0,1,0,3
21/11/2013,0,0,2,0,2
22/11/2013,0,0,1,0,1
23/11/2013,0,0,1,0,2
24/11/2013,0,0,2,0,5
25/11/2013,0,0,2,0,9
26/11/2013,0,0,1,0,4
27/11/2013,0,0,3,0,2
28/11/2013,0,0,1,0,3
29/11/2013,0,1,2,0,5
30/11/2013,0,0,0,0,2
1/12/2013,0,3,1,0,15
2/12/2013,0,3,1,1,16
3/12/2013,0,0,3,0,13
4/12/2013,0,0,1,0,12
5/12/2013,0,0,10,0,12
6/12/2013,0,0,3,0,13
7/12/2013,0,0,0,0,11
8/12/2013,0,0,0,0,9
9/12/2013,0,0,0,0,12
10/12/2013,0,1,2,0,11
11/12/2013,0,0,0,0,18
12/12/2013,0,2,3,0,17
13/12/2013,0,0,3,0,19
14/12/2013,0,0,0,0,17
15/12/2013,0,1,7,0,13
16/12/2013,0,0,2,0,13
17/12/2013,0,1,1,0,17
18/12/2013,0,0,2,0,20
19/12/2013,0,0,0,0,17
20/12/2013,0,0,0,0,28
21/12/2013,0,0,0,0,15
22/12/2013,0,1,1,0,21
23/12/2013,0,0,0,0,28
24/12/2013,0,0,0,0,42
25/12/2013,0,0,2,0,56
26/12/2013,0,0,1,0,16
27/12/2013,0,0,3,0,3
28/12/2013,0,0,1,0,1
29/12/2013,0,0,4,0,1
30/12/2013,0,0,3,0,1
31/12/2013,0,0,2,0,0
1/1/2014,0,0,5,0,0
2/1/2014,0,1,8,0,3
3/1/2014,0,0,2,0,3
4/1/2014,0,0,4,0,0
5/1/2014,0,0,1,0,0
6/1/2014,0,0,4,0,0
7/1/2014,0,0,1,0,0
8/1/2014,0,0,4,0,1
9/1/2014,0,0,0,0,1
10/1/2014,0,0,1,0,0
11/1/2014,0,0,3,0,1
12/1/2014,0,0,1,0,0
13/01/2014,0,0,3,0,0
14/01/2014,0,0,0,0,0
15/01/2014,0,0,4,0,2
16/01/2014,0,0,3,0,0
17/01/2014,0,0,2,0,0
18/01/2014,0,0,3,0,0
19/01/2014,0,0,2,0,0
20/01/2014,0,0,5,1,2
21/01/2014,0,1,1,0,0
22/01/2014,0,2,4,0,0
23/01/2014,0,3,1,0,0
24/01/2014,0,0,4,0,2
25/01/2014,0,2,4,0,1
26/01/2014,0,0,0,0,0
27/01/2014,0,0,2,1,2
28/01/2014,0,2,2,0,0
29/01/2014,0,0,2,0,0
30/01/2014,0,1,0,0,0
31/01/2014,0,0,2,0,0
1/2/2014,0,0,1,0,0
2/2/2014,0,0,0,0,0
3/2/2014,0,0,2,0,0
4/2/2014,0,2,1,0,0
5/2/2014,0,1,1,0,0
6/2/2014,0,1,1,0,0
7/2/2014,0,0,2,0,0
8/2/2014,0,2,0,0,0
9/2/2014,0,0,2,0,0
10/2/2014,0,0,2,1,0
11/2/2014,0,0,4,0,0
12/2/2014,0,1,2,0,0
13/02/2014,0,15,3,0,1
14/02/2014,0,1,1,0,0
15/02/2014,0,0,1,0,0
16/02/2014,0,0,0,0,0
17/02/2014,0,0,2,1,0
18/02/2014,0,1,4,1,0
19/02/2014,0,4,3,0,0
20/02/2014,0,4,2,0,0
21/02/2014,0,3,7,0,0
22/02/2014,0,2,1,0,0
23/02/2014,0,1,2,0,0
24/02/2014,0,5,4,1,0
25/02/2014,0,5,7,0,0
26/02/2014,0,7,3,0,0
27/02/2014,0,4,3,0,0
28/02/2014,0,3,5,0,0
1/3/2014,0,3,5,0,0
2/3/2014,0,4,1,0,0
3/3/2014,0,2,3,0,0
4/3/2014,0,3,3,0,0
5/3/2014,0,2,2,0,0
6/3/2014,0,3,2,0,0
7/3/2014,0,2,3,0,0
8/3/2014,0,2,6,0,0
9/3/2014,0,3,11,0,0
10/3/2014,0,5,6,2,0
11/3/2014,0,1,10,0,0
12/3/2014,0,0,8,0,0
13/03/2014,0,0,2,0,0
14/03/2014,0,4,7,0,0
15/03/2014,0,4,3,0,0
16/03/2014,0,1,3,0,0
17/03/2014,0,6,9,1,0
18/03/2014,0,0,7,0,0
19/03/2014,0,3,3,0,0
20/03/2014,0,1,9,0,0
21/03/2014,0,2,1,0,0
22/03/2014,0,0,6,0,0
23/03/2014,0,1,4,0,0
24/03/2014,0,1,3,2,0
25/03/2014,0,2,5,0,0
26/03/2014,0,1,1,0,0
27/03/2014,0,0,0,0,0
28/03/2014,0,2,5,0,0
29/03/2014,0,0,0,0,0
31/03/2014,0,0,4,1,0
1/4/2014,0,0,0,0,0
2/4/2014,0,9,2,0,0
3/4/2014,0,1,2,0,0
4/4/2014,0,0,7,0,0
5/4/2014,0,0,0,0,0
7/4/2014,0,1,3,2,0
8/4/2014,0,2,4,1,0
9/4/2014,0,13,2,0,0
10/4/2014,0,0,10,0,0
11/4/2014,0,0,3,0,0
12/4/2014,0,1,3,0,0
13/04/2014,0,1,2,0,0
14/04/2014,0,0,6,1,0
15/04/2014,0,1,3,0,0
16/04/2014,0,0,7,0,0
17/04/2014,0,0,4,0,1
18/04/2014,0,0,2,0,0
19/04/2014,0,0,1,0,0
20/04/2014,0,0,1,0,1
21/04/2014,0,0,4,1,0
22/04/2014,0,0,4,0,0
23/04/2014,0,0,3,0,0
24/04/2014,0,0,1,0,0
25/04/2014,0,0,5,0,0
26/04/2014,0,0,3,0,0
27/04/2014,0,0,3,0,0
28/04/2014,0,0,1,0,0
29/04/2014,0,1,5,0,0
30/04/2014,0,0,10,0,0
1/5/2014,0,0,6,0,0
2/5/2014,0,0,0,0,0
3/5/2014,0,0,2,0,0
4/5/2014,0,0,1,0,0
5/5/2014,0,1,2,2,0
6/5/2014,0,4,8,0,0
7/5/2014,0,0,7,0,0
8/5/2014,0,0,9,0,0
9/5/2014,0,1,4,0,0
10/5/2014,0,1,4,0,0
11/5/2014,0,2,4,0,0
12/5/2014,0,1,3,2,0
13/05/2014,0,1,7,0,0
14/05/2014,0,1,4,0,0
15/05/2014,0,3,5,0,0
16/05/2014,0,2,4,0,0
17/05/2014,0,0,1,0,0
18/05/2014,0,4,5,0,0
19/05/2014,0,0,1,2,0
20/05/2014,0,0,14,0,0
21/05/2014,0,3,3,0,0
22/05/2014,0,0,2,0,1
23/05/2014,0,0,2,0,0
24/05/2014,0,0,2,0,0
25/05/2014,0,6,2,0,0
26/05/2014,0,0,1,0,0
27/05/2014,0,0,6,1,0
28/05/2014,0,4,1,0,0
29/05/2014,0,0,0,0,2
30/05/2014,0,0,4,0,0
31/05/2014,0,1,2,0,0
2/6/2014,0,0,5,1,1
3/6/2014,0,0,5,0,0
4/6/2014,0,0,7,0,0
5/6/2014,0,0,8,0,0
6/6/2014,0,0,3,0,0
7/6/2014,0,0,6,0,0
8/6/2014,0,0,6,0,0
9/6/2014,0,0,5,2,0
10/6/2014,0,0,4,0,0
11/6/2014,0,0,4,0,0
12/6/2014,0,0,6,0,0
13/06/2014,0,0,1,0,0
14/06/2014,0,0,1,0,0
15/06/2014,0,0,0,0,0
16/06/2014,0,0,1,0,0
17/06/2014,0,0,5,0,0
18/06/2014,0,0,3,0,0
19/06/2014,0,0,7,0,0
20/06/2014,0,1,11,0,0
21/06/2014,0,0,8,0,0
22/06/2014,0,0,5,0,0
23/06/2014,0,0,4,2,0
24/06/2014,0,0,8,0,0
25/06/2014,0,1,7,0,0
26/06/2014,0,8,6,0,0
27/06/2014,0,1,4,0,0
28/06/2014,0,0,8,0,0
29/06/2014,0,0,7,0,0
30/06/2014,0,0,11,1,0
1/7/2014,0,0,8,0,1
2/7/2014,0,0,6,0,1
3/7/2014,0,2,5,0,0
4/7/2014,0,0,6,0,0
5/7/2014,0,0,6,0,0
6/7/2014,0,0,4,0,0
7/7/2014,0,0,8,1,0
8/7/2014,0,1,11,0,1
9/7/2014,0,2,12,0,0
10/7/2014,0,0,3,0,0
11/7/2014,0,0,15,0,1
12/7/2014,0,0,5,0,0
13/07/2014,0,0,6,0,0
14/07/2014,0,2,5,2,0
15/07/2014,0,0,13,0,1
16/07/2014,0,2,11,0,0
17/07/2014,0,0,5,0,0
18/07/2014,0,1,9,0,1
19/07/2014,0,1,9,0,0
20/07/2014,0,0,3,0,0
21/07/2014,0,0,21,1,0
22/07/2014,0,0,3,0,0
23/07/2014,0,0,9,0,0
24/07/2014,0,0,5,0,1
25/07/2014,0,0,11,0,0
26/07/2014,0,1,5,0,1
27/07/2014,0,0,8,0,0
28/07/2014,0,0,5,1,0
29/07/2014,0,0,13,0,0
30/07/2014,0,0,8,0,0
31/07/2014,0,0,8,0,1
1/8/2014,0,0,15,0,1
2/8/2014,0,0,5,0,0
3/8/2014,0,0,6,0,0
4/8/2014,0,1,3,1,0
5/8/2014,0,0,4,0,1
6/8/2014,0,1,5,0,0
7/8/2014,0,0,6,0,1
8/8/2014,0,0,8,0,1
9/8/2014,0,0,7,0,0
10/8/2014,0,0,7,0,0
11/8/2014,0,0,3,2,0
12/8/2014,0,0,9,0,0
13/08/2014,0,0,4,0,0
14/08/2014,0,0,10,0,0
15/08/2014,0,0,6,0,2
16/08/2014,0,0,7,0,0
17/08/2014,0,0,7,0,0
18/08/2014,0,0,3,7,0
19/08/2014,0,0,7,1,0
20/08/2014,0,0,5,0,0
21/08/2014,0,0,8,0,2
22/08/2014,0,0,6,0,0
23/08/2014,0,0,6,0,0
24/08/2014,0,1,11,0,1
25/08/2014,0,0,8,2,0
26/08/2014,0,0,9,0,0
27/08/2014,0,2,5,0,0
28/08/2014,0,6,7,0,0
29/08/2014,0,1,8,0,0
30/08/2014,0,3,6,0,0
31/08/2014,0,0,7,0,1
1/9/2014,0,0,3,0,0
2/9/2014,0,0,7,0,1
3/9/2014,0,1,7,0,0
4/9/2014,0,1,21,0,0
5/9/2014,0,0,19,0,0
6/9/2014,0,6,14,0,0
7/9/2014,0,0,12,0,0
8/9/2014,0,2,8,3,0
9/9/2014,0,0,13,0,0
10/9/2014,0,0,17,0,1
11/9/2014,0,0,14,0,0
12/9/2014,0,1,15,0,1
13/09/2014,0,0,10,0,0
14/09/2014,0,0,12,0,0
15/09/2014,0,0,15,2,0
16/09/2014,0,0,18,0,1
17/09/2014,0,1,19,0,0
18/09/2014,0,0,10,0,0
19/09/2014,0,0,23,0,0
20/09/2014,0,0,9,0,1
21/09/2014,0,0,16,0,0
22/09/2014,0,0,13,2,0
23/09/2014,0,0,24,0,0
24/09/2014,0,0,22,0,2
25/09/2014,0,1,16,0,0
26/09/2014,0,0,11,0,0
27/09/2014,0,0,9,0,1
28/09/2014,0,0,18,0,0
29/09/2014,0,3,20,2,3
30/09/2014,0,0,15,0,1
1/10/2014,0,0,8,0,1
2/10/2014,0,0,19,0,0
3/10/2014,0,0,15,0,0
4/10/2014,0,0,13,0,0
5/10/2014,0,0,11,0,0
6/10/2014,0,0,10,0,1
7/10/2014,0,0,23,0,2
8/10/2014,0,0,11,0,2
9/10/2014,0,0,13,0,0
10/10/2014,0,0,11,0,0
11/10/2014,0,0,14,0,0
12/10/2014,0,1,11,0,0
13/10/2014,0,0,12,1,3
14/10/2014,0,0,22,0,0
15/10/2014,0,0,14,0,4
16/10/2014,0,0,13,0,2
17/10/2014,0,0,10,0,1
18/10/2014,0,0,15,0,2
19/10/2014,0,0,10,0,0
20/10/2014,0,0,10,3,9
21/10/2014,0,0,14,0,4
22/10/2014,0,0,7,0,3
23/10/2014,0,0,12,0,2
24/10/2014,0,0,11,0,8
25/10/2014,0,0,6,0,1
26/10/2014,0,1,7,0,2
27/10/2014,0,2,12,1,1
28/10/2014,0,0,10,0,2
29/10/2014,0,0,8,0,1
30/10/2014,0,3,9,0,1
31/10/2014,0,0,7,0,3
1/11/2014,0,0,5,0,2
2/11/2014,0,5,8,0,3
3/11/2014,0,0,11,1,3
4/11/2014,0,0,9,1,3
5/11/2014,0,1,7,0,3
6/11/2014,0,0,10,0,10
7/11/2014,0,0,5,0,4
8/11/2014,0,3,8,0,3
9/11/2014,0,0,5,0,2
10/11/2014,0,0,6,0,5
11/11/2014,0,0,7,1,10
12/11/2014,0,0,7,0,4
13/11/2014,0,1,10,0,5
14/11/2014,0,1,6,0,12
15/11/2014,0,0,3,0,3
16/11/2014,0,1,7,0,4
17/11/2014,0,0,5,2,16
18/11/2014,0,0,8,0,10
19/11/2014,0,0,8,0,7
20/11/2014,0,0,7,0,14
21/11/2014,0,1,6,0,5
22/11/2014,0,0,6,0,11
23/11/2014,0,1,6,0,2
24/11/2014,0,3,9,5,9
25/11/2014,0,0,10,0,17
26/11/2014,0,0,10,0,5
27/11/2014,0,0,3,0,14
28/11/2014,0,0,8,0,15
29/11/2014,0,0,4,0,8
30/11/2014,0,0,7,0,10
1/12/2014,0,0,9,4,27
2/12/2014,0,0,7,0,40
3/12/2014,0,3,8,0,16
4/12/2014,0,0,19,0,21
5/12/2014,0,0,14,0,30
6/12/2014,0,0,5,0,41
7/12/2014,0,0,8,0,16
8/12/2014,0,0,8,3,25
9/12/2014,0,0,14,0,25
10/12/2014,0,0,5,0,25
11/12/2014,0,0,10,0,22
12/12/2014,0,0,8,0,41
13/12/2014,0,0,5,0,25
14/12/2014,0,0,10,0,18
15/12/2014,0,0,7,1,32
16/12/2014,0,1,9,0,21
17/12/2014,0,1,11,0,25
18/12/2014,0,0,9,0,40
19/12/2014,0,0,10,0,32
20/12/2014,0,0,4,0,16
21/12/2014,0,0,10,0,27
22/12/2014,0,1,7,1,35
23/12/2014,0,1,10,0,41
24/12/2014,0,0,7,0,62
25/12/2014,0,0,5,0,93
26/12/2014,0,1,5,0,29
27/12/2014,0,0,7,0,14
28/12/2014,0,2,6,0,4
29/12/2014,0,1,12,2,14
30/12/2014,0,0,7,0,4
31/12/2014,0,0,9,0,4
1/1/2015,0,0,6,0,3
2/1/2015,0,0,7,0,2
3/1/2015,0,0,10,0,2
4/1/2015,0,0,5,0,2
5/1/2015,0,0,7,0,1
6/1/2015,0,0,14,0,6
7/1/2015,0,1,6,0,0
8/1/2015,0,0,7,0,0
9/1/2015,0,0,12,0,1
10/1/2015,0,1,9,0,0
11/1/2015,0,2,9,0,0
12/1/2015,0,1,12,1,0
13/01/2015,0,1,12,0,0
14/01/2015,0,0,13,0,0
15/01/2015,0,1,9,0,0
16/01/2015,0,0,12,0,1
17/01/2015,0,0,5,0,0
18/01/2015,0,2,9,0,0
19/01/2015,0,1,6,0,0
20/01/2015,0,0,12,0,0
21/01/2015,0,0,11,0,0
22/01/2015,0,1,9,0,0
23/01/2015,0,0,8,0,0
24/01/2015,0,3,6,0,0
25/01/2015,0,4,7,0,0
26/01/2015,0,0,8,1,0
27/01/2015,0,0,9,0,0
28/01/2015,0,0,13,0,0
29/01/2015,0,2,12,0,0
30/01/2015,0,0,12,0,0
31/01/2015,0,0,7,0,0
1/2/2015,0,1,11,0,0
2/2/2015,0,1,8,0,0
3/2/2015,0,3,11,0,0
4/2/2015,0,0,5,0,0
5/2/2015,0,2,8,0,0
6/2/2015,0,3,5,0,0
7/2/2015,0,3,9,0,0
8/2/2015,0,1,10,0,0
9/2/2015,0,4,6,3,0
10/2/2015,0,0,5,0,0
11/2/2015,0,0,8,0,0
12/2/2015,0,3,7,0,0
13/02/2015,0,1,12,0,0
14/02/2015,0,2,5,0,0
15/02/2015,0,3,6,0,0
16/02/2015,0,5,8,2,0
17/02/2015,0,5,9,0,0
18/02/2015,0,2,7,0,0
19/02/2015,0,4,10,0,0
20/02/2015,0,1,8,0,0
21/02/2015,0,1,8,0,0
22/02/2015,0,3,4,0,0
23/02/2015,0,1,12,1,0
24/02/2015,0,1,12,0,0
25/02/2015,0,1,7,0,0
26/02/2015,0,0,7,0,0
27/02/2015,0,0,12,0,0
28/02/2015,0,0,4,0,0
1/3/2015,0,0,6,0,0
2/3/2015,0,0,4,3,0
3/3/2015,0,1,7,0,0
4/3/2015,0,1,15,0,0
5/3/2015,0,0,6,0,0
6/3/2015,0,0,7,0,0
7/3/2015,0,0,2,0,0
8/3/2015,0,0,6,0,0
9/3/2015,0,0,8,2,0
10/3/2015,0,0,5,0,0
11/3/2015,0,0,5,0,0
12/3/2015,0,0,14,0,0
13/03/2015,0,0,5,0,0
14/03/2015,0,0,5,0,0
15/03/2015,0,0,9,0,0
16/03/2015,0,0,4,1,0
17/03/2015,0,0,9,0,0
18/03/2015,0,1,8,0,0
19/03/2015,0,1,5,0,0
20/03/2015,0,0,8,0,0
21/03/2015,0,1,6,0,0
22/03/2015,0,0,4,0,0
23/03/2015,0,1,5,1,0
24/03/2015,0,0,13,0,0
25/03/2015,0,0,14,0,0
26/03/2015,0,1,4,0,0
27/03/2015,0,0,7,0,0
28/03/2015,0,0,4,0,0
29/03/2015,0,0,4,0,0
30/03/2015,0,0,7,7,0
